,WT 21504029,R190W 21408046,R594Q 21615057,JLNS 21712024
Time,WT,LQT1_R190W,LQT1_R594Q,Compound JLNS
310.7999878,-72.10998535,-71.37451172,-63.29650879,-64.84680176
311,-72.13745117,-71.38977051,-63.36975098,-64.84985352
311.2000122,-72.14660645,-71.43249512,-63.42468262,-64.86206055
311.3999939,-72.1282959,-71.45690918,-63.38500977,-64.89868164
311.6000061,-72.22595215,-71.49963379,-63.34533691,-64.95056152
311.7999878,-72.17102051,-71.54541016,-63.45214844,-64.97802734
312,-72.2076416,-71.55151367,-63.42468262,-65.0177002
312.2000122,-72.19238281,-71.58813477,-63.48266602,-64.94750977
312.3999939,-72.2442627,-71.58813477,-63.51013184,-65.01159668
312.6000061,-72.26867676,-71.63391113,-63.52539063,-65.02990723
312.7999878,-72.31140137,-71.64916992,-63.57116699,-65.0604248
313,-72.23510742,-71.72241211,-63.52539063,-65.0604248
313.2000122,-72.22290039,-71.73461914,-63.5925293,-65.06958008
313.3999939,-72.27478027,-71.75598145,-63.64746094,-65.10925293
313.6000061,-72.32055664,-71.81091309,-63.66577148,-65.05737305
313.7999878,-72.37548828,-71.82617188,-63.70849609,-65.1184082
314,-72.34191895,-71.87194824,-63.72680664,-65.12451172
314.2000122,-72.37243652,-71.87194824,-63.70239258,-65.10620117
314.3999939,-72.40905762,-71.91162109,-63.77258301,-65.11535645
314.6000061,-72.42736816,-71.92077637,-63.77868652,-65.09094238
314.7999878,-72.43041992,-71.96350098,-63.74816895,-65.1550293
315,-72.49145508,-71.9909668,-63.80310059,-65.17944336
315.2000122,-72.49145508,-72.00927734,-63.80310059,-65.1763916
315.3999939,-72.50061035,-72.03979492,-63.83972168,-65.14587402
315.6000061,-72.55554199,-72.08251953,-63.85498047,-65.19470215
315.7999878,-72.56469727,-72.10998535,-63.90075684,-65.20996094
316,-72.57995605,-72.1282959,-63.99536133,-65.27404785
316.2000122,-72.58911133,-72.15270996,-64.01977539,-65.22827148
316.3999939,-72.59216309,-72.19543457,-63.96789551,-65.21911621
316.6000061,-72.61047363,-72.21679688,-63.99230957,-65.24353027
316.7999878,-72.64709473,-72.24121094,-64.02587891,-65.21911621
317,-72.60437012,-72.2442627,-64.04418945,-65.28320313
317.2000122,-72.68371582,-72.25341797,-63.98010254,-65.27709961
317.3999939,-72.72033691,-72.28088379,-63.98010254,-65.26184082
317.6000061,-72.67456055,-72.34191895,-64.06555176,-65.31677246
317.7999878,-72.71728516,-72.33581543,-64.1204834,-65.37475586
318,-72.74169922,-72.38464355,-64.12658691,-65.39306641
318.2000122,-72.72644043,-72.38464355,-64.16931152,-65.37780762
318.3999939,-72.77526855,-72.42431641,-64.15405273,-65.44189453
318.6000061,-72.83325195,-72.44567871,-64.19677734,-65.43579102
318.7999878,-72.84240723,-72.48535156,-64.22424316,-65.46630859
319,-72.86071777,-72.50366211,-64.2364502,-65.4296875
319.2000122,-72.87902832,-72.49755859,-64.31274414,-65.50598145
319.3999939,-72.89123535,-72.55249023,-64.28833008,-65.49377441
319.6000061,-72.92785645,-72.58605957,-64.33410645,-65.47241211
319.7999878,-72.99499512,-72.61352539,-64.29748535,-65.46630859
320,-72.99194336,-72.61657715,-64.3951416,-65.52429199
320.2000122,-72.96447754,-72.63183594,-64.44702148,-65.5670166
320.3999939,-72.99804688,-72.66235352,-64.44091797,-65.59143066
320.6000061,-73.0682373,-72.67150879,-64.46228027,-65.5456543
320.7999878,-73.08349609,-72.69287109,-64.58435059,-65.59753418
321,-73.12316895,-72.72949219,-64.53552246,-65.61279297
321.2000122,-73.1262207,-72.76000977,-64.55383301,-65.68908691
321.3999939,-73.13232422,-72.78747559,-64.6270752,-65.73181152
321.6000061,-73.19641113,-72.83630371,-64.66674805,-65.67993164
321.7999878,-73.15368652,-72.82104492,-64.69726563,-65.67077637
322,-73.19030762,-72.85461426,-64.70336914,-65.75012207
322.2000122,-73.16589355,-72.90344238,-64.71862793,-65.81726074
322.3999939,-73.17504883,-72.87902832,-64.77966309,-65.77453613
322.6000061,-73.23608398,-72.91259766,-64.81323242,-65.74707031
322.7999878,-73.26049805,-72.93701172,-64.86816406,-65.84472656
323,-73.27575684,-72.94616699,-64.94445801,-65.89355469
323.2000122,-73.31542969,-72.9675293,-65.04821777,-65.94238281
323.3999939,-73.30627441,-72.99804688,-65.0390625,-65.93933105
323.6000061,-73.30932617,-73.00415039,-65.06347656,-65.94543457
323.7999878,-73.34594727,-73.0255127,-65.1184082,-65.97595215
324,-73.33068848,-73.03771973,-65.11535645,-65.96374512
324.2000122,-73.38867188,-73.07128906,-65.14587402,-66.00036621
324.3999939,-73.36730957,-73.08044434,-65.20996094,-66.02478027
324.6000061,-73.40393066,-73.12011719,-65.25268555,-66.04919434
324.7999878,-73.45581055,-73.13537598,-65.31066895,-66.0369873
325,-73.48937988,-73.16589355,-65.30151367,-66.06750488
325.2000122,-73.47412109,-73.17504883,-65.28320313,-66.12243652
325.3999939,-73.50769043,-73.19641113,-65.36254883,-66.0736084
325.6000061,-73.55041504,-73.22387695,-65.37780762,-66.10717773
325.7999878,-73.56262207,-73.26965332,-65.41137695,-66.18041992
326,-73.58703613,-73.27270508,-65.45715332,-66.22314453
326.2000122,-73.61755371,-73.28186035,-65.46936035,-66.23535156
326.3999939,-73.57788086,-73.32458496,-65.48156738,-66.22009277
326.6000061,-73.52600098,-73.33984375,-65.57617188,-66.17736816
326.7999878,-73.59924316,-73.3581543,-65.59753418,-66.25061035
327,-73.62976074,-73.36120605,-65.67382813,-66.25366211
327.2000122,-73.65112305,-73.38867188,-65.62194824,-66.31164551
327.3999939,-73.6328125,-73.39172363,-65.68603516,-66.33911133
327.6000061,-73.62365723,-73.40393066,-65.77453613,-66.4855957
327.7999878,-73.66638184,-73.44055176,-65.75317383,-66.43371582
328,-73.69995117,-73.4588623,-65.80810547,-66.45202637
328.2000122,-73.69384766,-73.47106934,-65.86914063,-66.45507813
328.3999939,-73.72436523,-73.53515625,-65.85388184,-66.47949219
328.6000061,-73.69995117,-73.50463867,-65.84777832,-66.47033691
328.7999878,-73.73962402,-73.54125977,-65.91796875,-66.54052734
329,-73.7701416,-73.55957031,-65.97290039,-66.53747559
329.2000122,-73.75183105,-73.60229492,-65.96984863,-66.51306152
329.3999939,-73.8067627,-73.62060547,-66.04003906,-66.5435791
329.6000061,-73.77929688,-73.62670898,-66.05224609,-66.52526855
329.7999878,-73.81896973,-73.64501953,-65.99731445,-66.53442383
330,-73.83728027,-73.65112305,-66.07971191,-66.66259766
330.2000122,-73.89526367,-73.68469238,-66.0736084,-66.65649414
330.3999939,-73.91052246,-73.68774414,-66.18041992,-66.64123535
330.6000061,-73.88305664,-73.73962402,-66.17431641,-66.64733887
330.7999878,-73.8861084,-73.75793457,-66.25366211,-66.66259766
331,-73.9074707,-73.77319336,-66.28112793,-66.6809082
331.2000122,-73.90136719,-73.79150391,-66.24450684,-66.7175293
331.3999939,-73.91967773,-73.83422852,-66.24450684,-66.67175293
331.6000061,-73.95324707,-73.8494873,-66.27807617,-66.72058105
331.7999878,-73.99291992,-73.87084961,-66.31164551,-66.68701172
332,-73.99902344,-73.89831543,-66.24145508,-66.7755127
332.2000122,-74.03259277,-73.92272949,-66.33911133,-66.78771973
332.3999939,-74.03564453,-73.93798828,-66.3482666,-66.76330566
332.6000061,-74.00817871,-73.9654541,-66.40319824,-66.76025391
332.7999878,-74.04174805,-74.00817871,-66.38183594,-66.83654785
333,-74.05395508,-73.99902344,-66.43371582,-66.80297852
333.2000122,-74.07226563,-74.04174805,-66.44592285,-66.79077148
333.3999939,-74.0814209,-74.08447266,-66.41845703,-66.80297852
333.6000061,-74.15771484,-74.04785156,-66.45507813,-66.83044434
333.7999878,-74.15771484,-74.08447266,-66.53137207,-66.83959961
334,-74.11193848,-74.09667969,-66.53747559,-66.91894531
334.2000122,-74.13024902,-74.10583496,-66.59851074,-66.84570313
334.3999939,-74.15466309,-74.15161133,-66.62902832,-66.86401367
334.6000061,-74.14550781,-74.15466309,-66.57104492,-66.8548584
334.7999878,-74.17602539,-74.18518066,-66.55273438,-66.85180664
335,-74.16381836,-74.22790527,-66.6229248,-66.89147949
335.2000122,-74.23706055,-74.24316406,-66.69616699,-66.88537598
335.3999939,-74.27978516,-74.2401123,-66.65649414,-66.9342041
335.6000061,-74.26452637,-74.25842285,-66.71142578,-66.95251465
335.7999878,-74.26147461,-74.29504395,-66.69311523,-66.97692871
336,-74.28894043,-74.32861328,-66.68395996,-66.95861816
336.2000122,-74.2767334,-74.3560791,-66.69616699,-66.90063477
336.3999939,-74.33166504,-74.38354492,-66.76940918,-66.98913574
336.6000061,-74.37438965,-74.40490723,-66.77856445,-67.01049805
336.7999878,-74.38659668,-74.42016602,-66.8182373,-66.98913574
337,-74.39880371,-74.4354248,-66.78466797,-66.99523926
337.2000122,-74.44763184,-74.45983887,-66.80908203,-67.0501709
337.3999939,-74.45373535,-74.49035645,-66.86706543,-67.07763672
337.6000061,-74.43237305,-74.51171875,-66.87927246,-67.07458496
337.7999878,-74.46594238,-74.48730469,-66.91894531,-67.03491211
338,-74.47814941,-74.5300293,-66.83654785,-67.0501709
338.2000122,-74.49645996,-74.59106445,-66.86096191,-67.1295166
338.3999939,-74.53918457,-74.57580566,-66.88842773,-67.16308594
338.6000061,-74.50561523,-74.56665039,-66.93115234,-67.19055176
338.7999878,-74.52392578,-74.609375,-66.9921875,-67.1661377
339,-74.52087402,-74.64904785,-66.99523926,-67.13867188
339.2000122,-74.51782227,-74.63989258,-66.96777344,-67.1661377
339.3999939,-74.52697754,-74.69177246,-66.95861816,-67.17224121
339.6000061,-74.5300293,-74.70397949,-67.02575684,-67.23022461
339.7999878,-74.57580566,-74.71008301,-67.03186035,-67.23937988
340,-74.56359863,-74.6887207,-67.01660156,-67.26074219
340.2000122,-74.56359863,-74.71923828,-67.06848145,-67.24243164
340.3999939,-74.52087402,-74.72229004,-67.09594727,-67.27905273
340.6000061,-74.59106445,-74.73754883,-67.12341309,-67.26379395
340.7999878,-74.59106445,-74.78027344,-67.14172363,-67.34619141
341,-74.60632324,-74.79858398,-67.18139648,-67.34924316
341.2000122,-74.62463379,-74.81384277,-67.1661377,-67.34924316
341.3999939,-74.61547852,-74.81079102,-67.25463867,-67.33703613
341.6000061,-74.6673584,-74.81079102,-67.3034668,-67.38586426
341.7999878,-74.65515137,-74.81689453,-67.37670898,-67.4407959
342,-74.65209961,-74.84130859,-67.29736328,-67.4407959
342.2000122,-74.60327148,-74.84436035,-67.32177734,-67.4407959
342.3999939,-74.64294434,-74.87792969,-67.33703613,-67.42553711
342.6000061,-74.64904785,-74.90844727,-67.3828125,-67.45910645
342.7999878,-74.65820313,-74.91760254,-67.37670898,-67.52929688
343,-74.62158203,-74.93896484,-67.41027832,-67.54455566
343.2000122,-74.60632324,-74.9420166,-67.49267578,-67.61169434
343.3999939,-74.62463379,-74.95727539,-67.55371094,-67.62695313
343.6000061,-74.6307373,-74.92980957,-67.59643555,-67.63916016
343.7999878,-74.59716797,-74.9420166,-67.54455566,-67.60253906
344,-74.67956543,-74.9786377,-67.57202148,-67.63000488
344.2000122,-74.62768555,-74.97558594,-67.578125,-67.67272949
344.3999939,-74.63378906,-75,-67.62390137,-67.73986816
344.6000061,-74.6887207,-75.00305176,-67.66052246,-67.70019531
344.7999878,-74.67651367,-75.01525879,-67.72460938,-67.77038574
345,-74.7253418,-75.03051758,-67.78564453,-67.74291992
345.2000122,-74.74365234,-75.04577637,-67.7947998,-67.77038574
345.3999939,-74.6673584,-75.04882813,-67.82836914,-67.83447266
345.6000061,-74.72839355,-75.09155273,-67.88330078,-67.78564453
345.7999878,-74.74060059,-75.0793457,-67.85888672,-67.78259277
346,-74.66430664,-75.0793457,-67.83752441,-67.81616211
346.2000122,-74.64904785,-75.05493164,-67.93518066,-67.7947998
346.3999939,-74.66430664,-75.08544922,-67.98095703,-67.83752441
346.6000061,-74.68566895,-75.13427734,-67.97180176,-67.84973145
346.7999878,-74.66125488,-75.11291504,-68.01757813,-67.89245605
347,-74.68566895,-75.16784668,-68.05725098,-67.92602539
347.2000122,-74.69482422,-75.17089844,-68.10302734,-67.9473877
347.3999939,-74.6673584,-75.18005371,-68.13049316,-68.00537109
347.6000061,-74.67041016,-75.20751953,-68.17626953,-68.00537109
347.7999878,-74.6887207,-75.23803711,-68.17932129,-68.0480957
348,-74.6887207,-75.21972656,-68.19152832,-68.07861328
348.2000122,-74.72839355,-75.23498535,-68.21899414,-68.05114746
348.3999939,-74.73449707,-75.26550293,-68.21594238,-68.07250977
348.6000061,-74.71618652,-75.2746582,-68.28613281,-68.12438965
348.7999878,-74.73754883,-75.32043457,-68.20068359,-68.13049316
349,-74.7833252,-75.35400391,-68.22509766,-68.16101074
349.2000122,-74.8046875,-75.3326416,-68.29528809,-68.11828613
349.3999939,-74.78027344,-75.3692627,-68.25866699,-68.17016602
349.6000061,-74.81384277,-75.390625,-68.25866699,-68.1854248
349.7999878,-74.80773926,-75.43029785,-68.31359863,-68.19152832
350,-74.80163574,-75.42419434,-68.37768555,-68.27697754
350.2000122,-74.81994629,-75.41503906,-68.36242676,-68.24035645
350.3999939,-74.85656738,-75.44250488,-68.39904785,-68.28613281
350.6000061,-74.81994629,-75.4699707,-68.40820313,-68.29833984
350.7999878,-74.87182617,-75.45471191,-68.45092773,-68.31665039
351,-74.8840332,-75.46691895,-68.45703125,-68.34106445
351.2000122,-74.85961914,-75.50354004,-68.45092773,-68.29528809
351.3999939,-74.8046875,-75.51879883,-68.46313477,-68.32580566
351.6000061,-74.81079102,-75.55236816,-68.48144531,-68.30444336
351.7999878,-74.8260498,-75.54931641,-68.49060059,-68.31665039
352,-74.8840332,-75.56762695,-68.46008301,-68.35632324
352.2000122,-74.86877441,-75.61340332,-68.51196289,-68.41125488
352.3999939,-74.89318848,-75.62255859,-68.5333252,-68.4387207
352.6000061,-74.86572266,-75.6439209,-68.56689453,-68.37768555
352.7999878,-74.8840332,-75.65002441,-68.5760498,-68.44177246
353,-74.89929199,-75.67749023,-68.56079102,-68.38684082
353.2000122,-74.89013672,-75.71411133,-68.56079102,-68.42346191
353.3999939,-74.90844727,-75.7232666,-68.58215332,-68.48449707
353.6000061,-74.96032715,-75.75683594,-68.56994629,-68.45397949
353.7999878,-75.02441406,-75.75683594,-68.63708496,-68.48449707
354,-74.94506836,-75.76599121,-68.62487793,-68.52111816
354.2000122,-74.97253418,-75.7598877,-68.65844727,-68.52111816
354.3999939,-75.0213623,-75.78735352,-68.64013672,-68.45397949
354.6000061,-75.04577637,-75.81787109,-68.62182617,-68.50280762
354.7999878,-74.96643066,-75.81176758,-68.5760498,-68.54858398
355,-75.03356934,-75.82092285,-68.67675781,-68.58520508
355.2000122,-75.07324219,-75.82092285,-68.66455078,-68.56689453
355.3999939,-75.08544922,-75.85144043,-68.66760254,-68.54553223
355.6000061,-75.07324219,-75.8605957,-68.68286133,-68.5333252
355.7999878,-75.07629395,-75.8972168,-68.71337891,-68.55163574
356,-75.1159668,-75.87585449,-68.68896484,-68.60961914
356.2000122,-75.14343262,-75.87890625,-68.66455078,-68.55163574
356.3999939,-75.14953613,-75.91247559,-68.68286133,-68.6126709
356.6000061,-75.19836426,-75.92773438,-68.67370605,-68.61877441
356.7999878,-75.1739502,-75.95214844,-68.69812012,-68.61572266
357,-75.19836426,-75.95825195,-68.75610352,-68.65539551
357.2000122,-75.2166748,-75.98266602,-68.79272461,-68.65234375
357.3999939,-75.21972656,-75.96740723,-68.79272461,-68.70117188
357.6000061,-75.24108887,-76.00708008,-68.8293457,-68.74084473
357.7999878,-75.25024414,-76.02844238,-68.8873291,-68.70117188
358,-75.23498535,-76.00708008,-68.91479492,-68.68286133
358.2000122,-75.26855469,-76.04064941,-68.93005371,-68.76220703
358.3999939,-75.24414063,-76.03149414,-68.93615723,-68.83239746
358.6000061,-75.30517578,-76.03149414,-68.92089844,-68.77441406
358.7999878,-75.30517578,-76.06201172,-68.93310547,-68.75
359,-75.31738281,-76.07116699,-68.96362305,-68.85070801
359.2000122,-75.34790039,-76.0925293,-68.97277832,-68.83850098
359.3999939,-75.29296875,-76.10168457,-68.97583008,-68.91479492
359.6000061,-75.34790039,-76.11999512,-68.90869141,-68.88122559
359.7999878,-75.42419434,-76.12915039,-68.94836426,-68.8659668
360,-75.41503906,-76.14135742,-68.96362305,-68.87207031
360.2000122,-75.40893555,-76.15356445,-68.98498535,-68.90563965
360.3999939,-75.38757324,-76.19934082,-69.02770996,-68.93310547
360.6000061,-75.46386719,-76.19628906,-69.10705566,-68.94836426
360.7999878,-75.49133301,-76.21154785,-69.13146973,-68.96362305
361,-75.52185059,-76.24511719,-69.12231445,-68.93310547
361.2000122,-75.54016113,-76.25732422,-69.140625,-68.95141602
361.3999939,-75.56762695,-76.24816895,-69.18029785,-69.00939941
361.6000061,-75.57983398,-76.24511719,-69.16809082,-68.98193359
361.7999878,-75.55847168,-76.23901367,-69.22607422,-69.05212402
362,-75.65002441,-76.27258301,-69.20471191,-69.07043457
362.2000122,-75.61950684,-76.27563477,-69.25354004,-69.06433105
362.3999939,-75.6439209,-76.26647949,-69.28100586,-69.04602051
362.6000061,-75.66833496,-76.27563477,-69.29626465,-69.14978027
362.7999878,-75.6652832,-76.28479004,-69.36950684,-69.19250488
363,-75.68054199,-76.31530762,-69.40917969,-69.24438477
363.2000122,-75.66833496,-76.30004883,-69.48242188,-69.19555664
363.3999939,-75.71716309,-76.32141113,-69.46716309,-69.18334961
363.6000061,-75.71105957,-76.32751465,-69.52209473,-69.16503906
363.7999878,-75.72631836,-76.33666992,-69.53125,-69.21691895
364,-75.74462891,-76.35192871,-69.57397461,-69.17724609
364.2000122,-75.76293945,-76.36108398,-69.57702637,-69.24133301
364.3999939,-75.76293945,-76.38549805,-69.59838867,-69.2565918
364.6000061,-75.8026123,-76.37634277,-69.7052002,-69.28100586
364.7999878,-75.78430176,-76.39465332,-69.74487305,-69.29016113
365,-75.8026123,-76.41296387,-69.75708008,-69.29321289
365.2000122,-75.79345703,-76.37939453,-69.74182129,-69.31152344
365.3999939,-75.75073242,-76.41906738,-69.65942383,-69.3145752
365.6000061,-75.81481934,-76.43127441,-69.7479248,-69.37866211
365.7999878,-75.82397461,-76.46179199,-69.81811523,-69.39697266
366,-75.83007813,-76.45568848,-69.86694336,-69.43359375
366.2000122,-75.84533691,-76.44958496,-69.92797852,-69.41223145
366.3999939,-75.85754395,-76.49536133,-69.94628906,-69.42443848
366.6000061,-75.83007813,-76.46484375,-69.96459961,-69.4519043
366.7999878,-75.82702637,-76.51977539,-69.97070313,-69.52209473
367,-75.81787109,-76.48620605,-70.05004883,-69.56176758
367.2000122,-75.8392334,-76.49536133,-70.08361816,-69.52819824
367.3999939,-75.85754395,-76.49841309,-70.08361816,-69.58007813
367.6000061,-75.85754395,-76.51062012,-70.11108398,-69.53125
367.7999878,-75.91247559,-76.50146484,-70.16296387,-69.57092285
368,-75.92468262,-76.54724121,-70.1965332,-69.62280273
368.2000122,-75.88806152,-76.54724121,-70.26062012,-69.62280273
368.3999939,-75.90332031,-76.59912109,-70.26062012,-69.66247559
368.6000061,-75.95214844,-76.59301758,-70.26367188,-69.65332031
368.7999878,-75.92468262,-76.60217285,-70.28198242,-69.66247559
369,-75.92163086,-76.60522461,-70.30334473,-69.65942383
369.2000122,-75.93383789,-76.59912109,-70.36437988,-69.69299316
369.3999939,-75.97961426,-76.63574219,-70.40100098,-69.73571777
369.6000061,-75.98266602,-76.63269043,-70.39794922,-69.7265625
369.7999878,-75.98876953,-76.66015625,-70.42541504,-69.75708008
370,-76.01623535,-76.62963867,-70.3704834,-69.79370117
