Control Time [ms],WT,KCNQ1-p.R190W,KCNQ1-p.R594Q,KCNQ1-p.R190W & KCNQ1-p.R594Q,KCNQ1-p.A341V,KCNH2-p.R366X,KCNH2-p.A561V
,,,,-5.006736,-1.430496,2.920596,-5.721984
,,,,-4.947132,-1.311288,2.860992,-5.900796
,,,,-4.708716,-1.251684,2.801388,-6.139212
,,,,-4.649112,-1.430496,2.68218,-6.318024
,,,,-4.17228,-1.370892,2.622576,-6.973668
,,,,-4.291488,-1.132476,2.68218,-6.139212
,,,,-5.06634,-1.19208,2.443764,-5.006736
,,,,-5.125944,-1.549704,2.801388,-6.079608
,,,,-5.06634,-1.4901,2.801388,-6.496836
,,,,-5.483568,-1.19208,2.622576,-5.841192
,,,,-4.827924,-1.19208,2.801388,-5.66238
,,,,-4.291488,-0.89406,2.860992,-5.900796
,,,,-4.589508,-1.132476,2.801388,-5.9604
,,,,-4.589508,-1.668912,2.920596,-5.781588
,,,,-4.17228,-1.4901,2.9802,-6.139212
,,,,-4.589508,-0.953664,2.920596,-5.9604
,,,,-4.231884,-0.774852,2.801388,-6.318024
,,,,-4.827924,-1.013268,2.38416,-6.616044
,,,,-5.36436,-1.251684,2.205348,-6.377628
,,,,-5.185548,-1.430496,2.622576,-6.735252
,,,,-4.351092,-1.251684,2.920596,-6.020004
,,,,-4.589508,-1.013268,2.622576,-5.9604
,,,,-4.589508,-1.311288,2.562972,-6.318024
,,,,-4.410696,-1.370892,2.503368,-5.900796
,,,,-4.589508,-1.728516,2.264952,-5.841192
,,,,-4.4703,-1.430496,2.741784,-6.139212
,,,,-3.993468,-1.311288,3.099408,-6.198816
,,,,-4.827924,-1.78812,2.68218,-5.841192
,,,,-4.887528,-1.549704,2.443764,-5.245152
,,,,-5.185548,-1.370892,2.562972,-5.423964
,,,,-5.185548,-1.430496,2.443764,-6.079608
,,,,-5.304756,-1.4901,2.324556,-5.9604
,,,,-5.006736,-1.430496,2.503368,-5.304756
,,,,-4.649112,-0.774852,2.264952,-5.9604
,,,,-4.947132,-0.357624,2.443764,-6.85446
,,,,-4.351092,-1.132476,2.801388,-6.020004
,,,,-3.87426,-1.370892,2.801388,-5.900796
,,,,-4.410696,-0.953664,2.801388,-6.55644
,,,,-5.06634,-1.013268,2.443764,-6.735252
,,,,-4.291488,-1.251684,2.08614,-6.437232
,,,,-4.589508,-1.251684,2.264952,-6.020004
,,,,-4.708716,-0.89406,2.503368,-4.76832
,,,,-4.708716,-0.953664,2.443764,-5.543172
,,,,-4.529904,-1.549704,2.38416,-6.139212
,,,,-4.351092,-1.609308,2.324556,-5.900796
,,,,-4.112676,-1.013268,2.38416,-6.25842
,,,,-4.351092,-1.19208,2.324556,-5.841192
,,,,-4.708716,-1.311288,2.324556,-5.9604
,,,,-4.4703,-1.370892,2.145744,-6.079608
,,,,-4.529904,-1.78812,2.026536,-5.66238
,,,,-4.887528,-1.728516,1.966932,-5.900796
,,,,-5.125944,-1.4901,2.08614,-5.900796
,,,,-4.4703,-1.072872,2.08614,-5.900796
,,,,-4.529904,-1.072872,1.966932,-5.245152
,,,,-4.649112,-1.251684,1.78812,-5.245152
,,,,-4.649112,-1.19208,1.549704,-5.721984
,,,,-4.410696,-1.132476,1.549704,-5.543172
,,,,-4.708716,-1.4901,1.907328,-5.841192
,,,,-4.649112,-1.78812,2.324556,-5.781588
,,,,-4.291488,-1.251684,2.264952,-5.66238
,,,,-3.755052,-1.78812,1.668912,-6.914064
,,,,-4.351092,-2.145744,1.847724,-6.973668
,,,,-4.291488,-1.19208,2.08614,-6.675648
,,,,-4.649112,-1.370892,2.205348,-6.794856
,,,,-4.4703,-1.311288,1.847724,-6.55644
,,,,-3.635844,-1.251684,1.668912,-6.496836
,,,,-3.755052,-1.4901,1.609308,-6.735252
,,,,-4.17228,-1.4901,1.966932,-6.55644
,,,,-4.351092,-1.847724,2.205348,-5.36436
,,,,-4.231884,-1.78812,2.08614,-5.543172
,,,,-3.814656,-1.311288,2.026536,-6.25842
,,,,-3.814656,-1.132476,1.549704,-6.973668
,,,,-4.112676,-1.4901,1.430496,-5.721984
,,,,-3.87426,-1.609308,1.78812,-5.900796
,,,,-4.4703,-1.549704,1.728516,-6.079608
,,,,-4.708716,-0.89406,1.728516,-5.36436
,,,,-4.112676,-1.311288,1.907328,-5.06634
,,,,-4.231884,-1.549704,2.026536,-6.25842
,,,,-4.053072,-1.668912,1.668912,-5.721984
,,,,-3.933864,-1.4901,1.430496,-5.36436
,,,,-4.351092,-1.609308,1.430496,-6.198816
,,,,-4.351092,-1.907328,2.026536,-6.079608
,,,,-4.053072,-1.78812,1.907328,-6.198816
,,,,-4.112676,-1.78812,1.549704,-6.198816
,,,,-4.4703,-1.847724,1.907328,-5.781588
,,,,-5.185548,-1.4901,1.847724,-5.900796
,,,,-4.649112,-1.311288,1.847724,-6.139212
,,,,-4.351092,-1.370892,2.08614,-5.9604
,,,,-4.291488,-1.132476,1.966932,-6.318024
,,,,-4.708716,-1.430496,1.907328,-6.794856
,,,,-4.827924,-1.668912,1.78812,-5.721984
,,,,-4.410696,-1.19208,1.549704,-5.483568
,,,,-5.245152,-1.132476,1.4901,-5.423964
,,,,-5.185548,-0.953664,1.4901,-5.36436
,,,,-4.291488,-0.953664,1.251684,-5.9604
,,,,-5.006736,-1.072872,1.430496,-5.543172
,,,,-4.708716,-1.072872,1.4901,-5.9604
,,,,-4.053072,-1.668912,1.132476,-5.9604
,,,,-4.76832,-1.311288,1.072872,-5.602776
,,,,-4.649112,-1.311288,1.251684,-5.9604
,,,,-4.827924,-1.668912,1.4901,-6.55644
,,,,-4.827924,-1.907328,1.728516,-6.25842
,,,,-4.708716,-1.549704,1.907328,-5.900796
,,,,-4.291488,-0.834456,1.072872,-5.66238
,,,,-3.993468,-1.19208,1.19208,-6.198816
,,,,-4.887528,-2.264952,1.668912,-6.079608
,,,,-5.125944,-1.907328,1.609308,-5.602776
,,,,-4.708716,-1.4901,1.609308,-5.781588
,,,,-4.708716,-1.668912,1.609308,-6.020004
,,,,-4.053072,-1.609308,1.609308,-6.198816
,,,,-4.589508,-1.430496,1.907328,-5.483568
,,,,-4.589508,-1.251684,1.430496,-6.020004
,,,,-4.231884,-1.370892,1.609308,-6.25842
,,,,-4.112676,-1.19208,1.668912,-5.125944
,,,,-4.053072,-1.013268,1.907328,-5.543172
,,,,-4.589508,-1.19208,1.847724,-5.304756
,,,,-4.4703,-1.311288,1.370892,-5.245152
,,,,-4.410696,-1.4901,1.430496,-5.423964
,,,,-4.887528,-1.609308,1.430496,-5.66238
,,,,-4.529904,-1.013268,1.609308,-5.245152
,,,,-4.053072,-1.132476,1.4901,-5.543172
,,,,-4.4703,-1.251684,1.251684,-4.887528
,,,,-5.06634,-0.89406,1.19208,-4.827924
,,,,-4.947132,-1.19208,1.311288,-5.900796
,,,,-4.708716,-1.370892,1.311288,-5.36436
,,,,-4.410696,-1.4901,1.19208,-5.304756
,,,,-4.231884,-1.430496,0.89406,-5.602776
,,,,-4.4703,-0.715248,1.370892,-5.721984
,,,,-4.589508,-0.953664,0.953664,-5.304756
,,,,-4.589508,-1.430496,1.132476,-5.304756
,,,,-4.708716,-1.132476,1.430496,-6.020004
,,,,-4.529904,-1.132476,1.549704,-5.721984
,,,,-4.291488,-1.072872,1.4901,-4.887528
,,,,-4.053072,-0.774852,1.132476,-5.423964
,,,,-4.708716,-1.013268,0.774852,-5.543172
,,,,-5.06634,-1.251684,1.132476,-5.245152
,,,,-4.529904,-1.4901,1.370892,-5.721984
,,,,-4.351092,-1.251684,1.013268,-6.139212
,,,,-4.231884,-1.78812,0.834456,-5.423964
,,,,-4.76832,-1.668912,1.013268,-5.36436
,,,,-4.708716,-0.715248,1.19208,-5.185548
,,,,-4.231884,-1.132476,1.132476,-5.66238
,,,,-4.76832,-1.251684,1.251684,-5.781588
,,,,-4.649112,-1.430496,1.072872,-5.125944
,,,,-3.814656,-1.728516,1.132476,-6.020004
,,,,-3.993468,-1.609308,1.132476,-5.9604
,,,,-4.112676,-1.609308,1.251684,-5.304756
,,,,-3.516636,-0.774852,1.132476,-5.36436
,,,,-3.457032,-1.072872,1.19208,-5.423964
,,,,-4.112676,-1.311288,0.953664,-5.841192
,,,,-4.291488,-1.19208,1.013268,-5.125944
,,,,-4.589508,-1.609308,1.013268,-4.887528
,,,,-4.76832,-1.430496,1.013268,-5.304756
,,,,-4.231884,-1.430496,0.89406,-5.423964
,,,,-4.708716,-1.78812,0.953664,-5.66238
,,,,-4.649112,-1.430496,0.655644,-6.198816
,,,,-3.635844,-1.311288,0.834456,-5.125944
,,,,-4.291488,-0.774852,0.774852,-5.602776
,,,,-5.304756,-0.89406,0.476832,-5.900796
,,,,-4.4703,-1.847724,0.655644,-5.543172
,,,,-5.125944,-1.549704,0.89406,-5.781588
,,,,-4.76832,-1.013268,0.655644,-6.079608
,,,,-4.351092,-1.251684,0.89406,-5.304756
,,,,-4.649112,-1.549704,0.774852,-5.781588
,,,,-4.4703,-1.013268,0.357624,-5.423964
,,,,-5.06634,-0.834456,0.655644,-5.36436
,,,,-4.529904,-0.655644,0.774852,-5.602776
,,,,-3.933864,-0.715248,0.89406,-5.721984
,,,,-4.827924,-1.370892,0.89406,-6.020004
,,,,-4.529904,-1.311288,0.59604,-6.318024
,,,,-4.589508,-0.59604,0.655644,-5.841192
,,,,-4.649112,-0.89406,0.536436,-5.66238
,,,,-4.4703,-0.715248,0.834456,-6.079608
,,,,-4.291488,-0.715248,0.953664,-6.198816
,,,,-4.410696,-1.251684,0.655644,-5.483568
,,,,-4.649112,-1.251684,0.536436,-4.947132
,,,,-4.76832,-0.89406,0.774852,-5.185548
,,,,-5.006736,-1.19208,1.013268,-5.423964
,,,,-4.351092,-1.4901,0.89406,-5.781588
,,,,-4.589508,-1.549704,0.357624,-5.483568
,,,,-4.76832,-1.430496,0.238416,-6.079608
,,,,-4.410696,-0.89406,0.238416,-6.318024
,,,,-4.231884,-1.132476,0.536436,-5.543172
,,,,-4.351092,-1.728516,0.29802,-5.721984
,,,,-4.529904,-1.132476,0,-5.06634
,,,,-4.291488,-1.19208,0.357624,-5.781588
,,,,-3.814656,-1.609308,0.476832,-6.496836
,,,,-3.814656,-1.430496,0,-5.602776
,,,,-3.993468,-1.370892,0.119208,-5.423964
,,,,-4.17228,-1.251684,0.476832,-5.483568
,,,,-4.410696,-1.072872,0.357624,-5.304756
,,,,-4.4703,-1.370892,0.536436,-5.423964
,,,,-4.76832,-1.847724,0.238416,-5.304756
,,,,-5.06634,-1.072872,0.59604,-5.423964
,,,,-4.947132,-1.251684,0.89406,-5.841192
,,,,-4.589508,-2.08614,0.59604,-5.543172
,,,,-4.529904,-1.78812,0.417228,-5.36436
,,,,-4.4703,-1.19208,0.238416,-5.9604
,,,,-4.17228,-1.19208,0.238416,-5.602776
,,,,-4.231884,-1.370892,0.417228,-5.423964
,,,,-3.933864,-1.370892,0.774852,-5.125944
,,,,-4.231884,-1.251684,1.132476,-4.649112
,,,,-4.76832,-1.668912,0.29802,-6.020004
,,,,-4.649112,-1.370892,0.238416,-6.079608
,,,,-4.4703,-1.251684,0.774852,-6.020004
,,,,-4.351092,-0.89406,0.715248,-5.543172
,,,,-3.933864,-1.370892,0.238416,-5.185548
,,,,-4.17228,-1.430496,0.29802,-5.245152
,,,,-3.933864,-1.251684,0.059604,-5.721984
,,,,-4.291488,-1.311288,0.119208,-5.602776
,,,,-4.589508,-1.251684,0.29802,-4.76832
,,,,-3.993468,-1.132476,0.178812,-4.827924
,,,,-4.351092,-1.19208,0.357624,-5.245152
,,,,-4.351092,-1.013268,0.357624,-5.06634
,,,,-4.231884,-1.4901,0.238416,-5.423964
,,,,-4.053072,-1.4901,0.476832,-5.66238
,,,,-4.17228,-1.311288,0.178812,-5.66238
,,,,-4.649112,-1.370892,0.357624,-5.36436
,,,,-4.112676,-1.668912,0,-5.006736
,,,,-4.589508,-1.609308,0,-5.900796
,,,,-4.231884,-1.19208,0.119208,-5.543172
,,,,-4.231884,-1.072872,0.119208,-4.4703
,,,,-4.17228,-1.370892,0.119208,-4.291488
,,,,-4.17228,-1.728516,0,-5.423964
,,,,-3.57624,-1.728516,0,-5.543172
,,,,-3.695448,-1.668912,-0.178812,-5.006736
,,,,-4.231884,-1.78812,0.178812,-4.708716
,,,,-4.17228,-1.78812,0.417228,-5.781588
,,,,-3.695448,-1.78812,0.417228,-6.079608
,,,,-3.87426,-1.668912,0.119208,-5.66238
,,,,-4.053072,-1.549704,-0.29802,-5.185548
,,,,-3.993468,-0.834456,-0.119208,-4.053072
,,,,-4.410696,-0.89406,0,-4.947132
,,,,-4.4703,-1.013268,-0.059604,-5.36436
,,,,-3.695448,-1.072872,-0.119208,-5.304756
,,,,-3.695448,-1.311288,-0.119208,-6.198816
,,,,-4.112676,-1.072872,-0.119208,-5.781588
,,,,-4.410696,-1.609308,0.059604,-5.245152
,,,,-4.410696,-1.728516,0.536436,-5.721984
,,,,-3.695448,-1.847724,0.059604,-5.185548
,,,,-3.755052,-1.549704,-0.238416,-5.304756
,,,,-4.827924,-1.549704,-0.357624,-5.66238
,,,,-4.708716,-0.953664,-0.238416,-5.36436
,,,,-4.053072,-0.834456,0,-5.006736
,,,,-3.87426,-1.549704,0.238416,-5.125944
,,,,-4.17228,-1.19208,0,-5.66238
,,,,-4.76832,-1.19208,-0.238416,-5.006736
,,,,-4.887528,-1.19208,-0.178812,-5.185548
,,,,-4.4703,-1.251684,-0.238416,-5.721984
,,,,-4.76832,-1.19208,-0.357624,-6.198816
,,,,-4.589508,-1.311288,-0.417228,-5.602776
,,,,-4.4703,-1.847724,-0.417228,-5.006736
,,,,-4.351092,-1.847724,-0.417228,-5.125944
,,,,-3.993468,-1.370892,-0.178812,-5.721984
,,,,-3.457032,-0.89406,-0.417228,-5.602776
,,,,-3.57624,-1.013268,-0.417228,-4.708716
,,,,-4.112676,-1.19208,0,-5.185548
,,,,-4.231884,-1.430496,-0.178812,-5.185548
,,,,-3.814656,-1.668912,-0.357624,-5.543172
,,,,-4.351092,-1.549704,-0.29802,-5.543172
,,,,-4.649112,-1.19208,-0.357624,-5.006736
,,,,-4.351092,-1.132476,-0.29802,-5.185548
,,,,-3.814656,-1.668912,-0.476832,-5.721984
,,,,-3.457032,-1.847724,-0.357624,-5.543172
,,,,-4.053072,-1.251684,-0.238416,-5.721984
,,,,-4.053072,-1.549704,-0.417228,-5.245152
,,,,-4.17228,-1.728516,-0.476832,-4.649112
,,,,-4.410696,-1.668912,-0.655644,-4.887528
,,,,-4.17228,-1.4901,-0.476832,-5.125944
,,,,-4.17228,-1.668912,-0.417228,-5.06634
,,,,-4.649112,-1.549704,-0.536436,-5.9604
,,,,-4.529904,-1.311288,-0.536436,-6.25842
,,,,-4.947132,-1.430496,-0.29802,-5.185548
,,,,-4.708716,-1.132476,0.059604,-4.947132
,,,,-4.231884,-1.370892,-0.357624,-4.947132
,,,,-4.053072,-1.609308,-0.715248,-5.006736
,,,,-4.410696,-1.311288,-0.59604,-5.483568
,,,,-4.4703,-1.311288,-0.238416,-5.483568
,,,,-3.755052,-1.072872,-0.238416,-5.781588
,,,,-3.755052,-1.430496,-0.417228,-5.721984
,,,,-4.4703,-1.4901,-0.29802,-5.543172
,,,,-4.231884,-1.4901,-0.476832,-5.66238
,,,,-3.993468,-1.728516,-0.715248,-5.006736
,,,,-3.337824,-1.668912,-0.655644,-5.006736
,,,,-3.635844,-1.370892,-0.357624,-5.781588
,,,,-3.57624,-1.072872,-0.29802,-5.602776
,,,,-4.112676,-1.311288,-0.119208,-4.827924
,,,,-4.947132,-1.4901,-0.476832,-4.947132
,,,,-4.410696,-1.251684,-0.536436,-5.602776
,,,,-3.87426,-1.132476,-0.059604,-5.125944
,,,,-4.291488,-1.728516,-0.119208,-5.423964
,,,,-4.291488,-1.4901,-0.774852,-5.304756
,,,,-3.695448,-0.89406,-0.536436,-5.185548
,,,,-3.814656,-1.370892,-0.476832,-5.125944
,,,,-4.112676,-1.430496,-0.655644,-5.483568
,,,,-3.933864,-1.132476,-0.59604,-4.947132
,,,,-4.410696,-1.430496,-0.536436,-4.76832
,,,,-4.827924,-1.668912,-0.29802,-5.602776
,,,,-4.112676,-1.072872,-0.29802,-5.36436
,,,,-3.695448,-1.072872,-0.238416,-5.006736
,,,,-3.755052,-1.370892,-0.357624,-5.483568
,,,,-4.410696,-2.026536,-0.417228,-5.185548
,,,,-3.993468,-1.78812,-0.655644,-4.827924
,,,,-3.635844,-1.370892,-0.715248,-4.947132
,,,,-3.695448,-1.370892,-0.476832,-5.304756
,,,,-3.337824,-1.370892,-0.417228,-4.947132
,,,,-3.933864,-1.907328,-0.953664,-5.006736
,,,,-4.112676,-1.728516,-0.89406,-5.721984
,,,,-3.695448,-1.013268,-0.476832,-5.245152
,,,,-4.112676,-1.549704,-1.013268,-4.649112
,,,,-4.649112,-0.89406,-1.132476,-5.423964
,,,,-4.529904,-0.953664,-0.89406,-5.721984
,,,,-4.589508,-1.907328,-1.132476,-4.827924
,,,,-4.351092,-1.4901,-1.132476,-5.304756
,,,,-3.87426,-1.370892,-1.013268,-4.827924
,,,,-4.231884,-0.834456,-0.774852,-4.4703
,,,,-3.993468,-1.311288,-0.89406,-4.827924
,,,,-4.112676,-1.847724,-0.89406,-5.185548
,,,,-4.589508,-1.4901,-0.715248,-5.06634
,,,,-3.993468,-0.89406,-0.715248,-4.76832
,,,,-4.053072,-1.370892,-1.013268,-5.543172
,,,,-4.4703,-1.668912,-1.072872,-5.602776
,,,,-3.516636,-1.370892,-0.774852,-5.304756
,,,,-3.695448,-0.953664,-0.774852,-5.245152
,,,,-4.112676,-1.251684,-0.774852,-5.006736
,,,,-4.231884,-1.311288,-0.834456,-4.887528
,,,,-4.231884,-1.311288,-0.834456,-4.76832
,,,,-4.529904,-1.132476,-0.774852,-5.125944
,,,,-4.649112,-1.013268,-0.834456,-5.602776
,,,,-3.814656,-1.311288,-1.251684,-4.827924
,,,,-3.635844,-1.370892,-1.013268,-4.4703
,,,,-3.87426,-1.847724,-0.89406,-5.06634
,,,,-3.87426,-1.728516,-1.132476,-4.947132
,,,,-3.933864,-1.430496,-1.013268,-5.245152
,,,,-3.755052,-1.4901,-0.89406,-5.06634
,,,,-3.87426,-1.549704,-1.132476,-5.423964
,,,,-3.457032,-1.728516,-1.132476,-4.947132
,,,,-4.351092,-1.549704,-0.774852,-4.410696
,,,,-4.649112,-1.430496,-0.59604,-4.827924
,,,,-4.17228,-1.609308,-0.774852,-5.125944
,,,,-4.351092,-1.4901,-0.774852,-4.708716
,,,,-4.351092,-1.430496,-0.953664,-4.231884
,,,,-4.529904,-1.19208,-1.132476,-5.483568
,,,,-4.827924,-1.609308,-1.072872,-5.245152
,,,,-4.4703,-1.549704,-1.132476,-3.933864
,,,,-4.649112,-1.668912,-1.370892,-4.589508
,,,,-4.112676,-1.728516,-1.251684,-4.231884
,,,,-4.112676,-1.430496,-0.834456,-4.231884
,,,,-4.589508,-1.132476,-0.953664,-5.245152
,,,,-4.589508,-1.19208,-1.072872,-4.649112
,,,,-4.4703,-1.251684,-0.834456,-4.17228
,,,,-4.053072,-1.072872,-1.072872,-5.185548
,,,,-4.112676,-1.370892,-1.132476,-5.125944
,,,,-4.291488,-1.907328,-1.251684,-4.708716
,,,,-3.933864,-1.549704,-1.4901,-4.708716
,,,,-3.57624,-1.370892,-1.132476,-4.589508
,,,,-4.4703,-1.430496,-0.834456,-5.185548
,,,,-5.006736,-1.370892,-0.953664,-4.827924
,,,,-4.708716,-1.609308,-1.132476,-4.053072
,,,,-4.291488,-1.132476,-1.072872,-4.231884
,,,,-4.410696,-1.072872,-0.89406,-4.887528
,,,,-4.827924,-1.549704,-1.072872,-3.516636
,,,,-4.410696,-1.728516,-0.953664,-3.993468
,,,,-4.291488,-1.013268,-0.953664,-4.529904
,,,,-4.17228,-1.19208,-1.370892,-4.4703
,,,,-4.231884,-1.251684,-1.4901,-5.36436
,,,,-4.589508,-1.430496,-1.311288,-5.602776
,,,,-4.4703,-1.013268,-1.072872,-5.304756
,,,,-3.57624,-1.430496,-0.774852,-4.708716
,,,,-3.814656,-1.370892,-0.715248,-3.933864
,,,,-4.112676,-1.430496,-1.370892,-4.589508
,,,,-4.112676,-1.609308,-1.430496,-4.589508
,,,,-4.291488,-1.4901,-0.89406,-5.06634
,,,,-3.814656,-1.311288,-0.953664,-5.06634
,,,,-4.112676,-1.251684,-1.132476,-4.708716
,,,,-4.231884,-1.013268,-0.89406,-4.4703
,,,,-4.410696,-0.774852,-1.072872,-4.589508
,,,,-4.291488,-0.655644,-1.370892,-5.543172
,,,,-3.87426,-0.774852,-1.430496,-5.245152
,,,,-4.291488,-1.013268,-1.132476,-4.887528
,,,,-4.649112,-1.311288,-1.251684,-5.841192
,,,,-3.993468,-1.013268,-1.132476,-5.36436
,,,,-3.993468,-1.311288,-0.89406,-4.649112
,,,,-3.933864,-1.609308,-1.072872,-4.529904
,,,,-3.57624,-1.311288,-1.430496,-4.649112
,,,,-3.635844,-1.013268,-1.013268,-4.887528
,,,,-4.231884,-1.609308,-1.132476,-5.06634
,,,,-4.351092,-1.370892,-1.311288,-4.76832
,,,,-4.17228,-1.013268,-1.370892,-4.708716
,,,,-4.231884,-1.251684,-1.311288,-4.589508
,,,,-4.053072,-1.013268,-1.311288,-4.053072
,,,,-4.291488,-1.072872,-1.251684,-3.27822
,,,,-3.993468,-1.966932,-0.953664,-4.231884
,,,,-3.814656,-1.966932,-1.251684,-4.410696
,,,,-3.87426,-1.549704,-1.370892,-4.708716
,,,,-4.351092,-1.013268,-1.19208,-5.125944
,,,,-4.053072,-1.78812,-1.19208,-4.649112
,,,,-3.993468,-2.08614,-1.668912,-4.291488
,,,,-4.231884,-1.370892,-1.78812,-4.529904
,,,,-4.112676,-1.430496,-1.668912,-5.423964
,,,,-4.17228,-1.609308,-1.609308,-5.185548
,,,,-4.112676,-1.728516,-1.549704,-4.827924
,,,,-4.410696,-1.78812,-1.251684,-4.708716
,,,,-3.87426,-1.609308,-1.013268,-5.245152
,,,,-3.337824,-1.609308,-1.251684,-4.76832
,,,,-3.57624,-1.430496,-1.311288,-4.410696
,,,,-3.87426,-1.609308,-1.19208,-5.245152
,,,,-4.4703,-1.609308,-1.251684,-5.185548
,,,,-3.933864,-1.609308,-1.370892,-5.006736
,,,,-4.112676,-1.430496,-1.4901,-5.125944
,,,,-3.87426,-1.609308,-1.430496,-5.66238
,,,,-3.635844,-1.78812,-1.4901,-5.66238
,,,,-3.814656,-1.370892,-1.370892,-5.423964
,,,,-3.933864,-1.549704,-1.370892,-4.708716
,,,,-4.17228,-1.19208,-1.668912,-4.76832
,,,,-3.933864,-1.370892,-2.026536,-4.827924
,,,,-4.351092,-1.847724,-1.728516,-4.649112
,,,,-4.4703,-1.728516,-1.370892,-5.304756
,,,,-4.053072,-1.847724,-1.728516,-5.721984
,,,,-3.933864,-1.847724,-1.4901,-4.589508
,,,,-4.351092,-1.4901,-1.4901,-4.351092
,,,,-4.231884,-1.609308,-1.728516,-4.589508
,,,,-4.053072,-1.668912,-2.026536,-5.185548
,,,,-4.291488,-1.609308,-1.609308,-5.304756
,,,,-4.589508,-1.311288,-1.19208,-5.543172
,,,,-4.351092,-1.132476,-1.4901,-4.827924
,,,,-4.053072,-1.370892,-1.609308,-4.76832
,,,,-4.231884,-1.609308,-1.430496,-4.17228
,,,,-4.053072,-1.609308,-1.549704,-4.4703
,,,,-3.159012,-1.370892,-1.549704,-4.76832
,,,,-3.099408,-1.430496,-1.609308,-4.410696
,,,,-3.755052,-1.847724,-1.311288,-4.649112
,,,,-3.57624,-1.370892,-1.4901,-4.589508
,,,,-3.457032,-1.370892,-1.728516,-4.947132
,,,,-3.87426,-1.609308,-1.549704,-5.304756
,,,,-3.695448,-1.609308,-1.4901,-5.06634
,,,,-3.933864,-1.549704,-1.4901,-4.887528
,,,,-3.87426,-1.430496,-1.668912,-4.529904
,,,,-3.87426,-1.907328,-1.728516,-4.827924
,,,,-4.053072,-2.026536,-1.78812,-5.423964
,,,,-3.933864,-1.251684,-2.145744,-5.185548
,,,,-3.993468,-0.953664,-1.907328,-4.76832
,,,,-4.291488,-1.609308,-1.728516,-5.06634
,,,,-3.814656,-1.728516,-1.728516,-5.125944
,,,,-3.695448,-1.132476,-1.549704,-5.36436
,,,,-4.231884,-1.132476,-1.4901,-4.887528
,,,,-3.635844,-1.013268,-1.966932,-5.006736
,,,,-3.695448,-1.370892,-1.78812,-5.06634
,,,,-4.351092,-1.4901,-1.4901,-4.76832
,,,,-3.87426,-1.132476,-1.4901,-4.947132
,,,,-3.457032,-1.311288,-1.966932,-4.589508
,,,,-3.755052,-1.4901,-2.08614,-5.06634
,,,,-3.57624,-1.311288,-1.966932,-5.125944
,,,,-3.635844,-0.953664,-2.026536,-4.649112
,,,,-3.755052,-0.953664,-1.966932,-4.291488
,,,,-3.814656,-1.549704,-1.907328,-4.887528
,,,,-3.516636,-1.668912,-2.026536,-4.291488
,,,,-3.87426,-1.370892,-1.966932,-4.76832
,,,,-3.993468,-1.19208,-2.08614,-5.245152
,,,,-3.457032,-1.549704,-1.847724,-5.185548
,,,,-4.053072,-1.430496,-1.668912,-4.887528
,,,,-3.814656,-1.430496,-1.907328,-4.649112
,,,,-3.516636,-1.311288,-1.728516,-4.887528
,,,,-3.814656,-0.59604,-2.145744,-4.4703
,,,,-3.755052,-1.251684,-2.145744,-4.649112
,,,,-3.695448,-1.78812,-2.08614,-4.112676
,,,,-3.814656,-1.072872,-1.907328,-3.993468
,,,,-3.457032,-1.19208,-1.78812,-4.17228
,,,,-3.57624,-1.728516,-1.847724,-4.291488
,,,,-3.814656,-1.78812,-2.205348,-4.291488
,,,,-3.755052,-1.78812,-1.966932,-5.245152
,,,,-3.87426,-1.311288,-1.78812,-5.543172
,,,,-4.053072,-1.19208,-2.08614,-4.410696
,,,,-3.159012,-1.4901,-2.264952,-4.887528
,,,,-3.099408,-1.549704,-2.08614,-5.185548
,,,,-3.695448,-0.953664,-1.668912,-5.36436
,,,,-3.457032,-0.834456,-1.668912,-5.245152
,,,,-3.27822,-1.668912,-1.966932,-4.589508
,,,,-3.099408,-1.728516,-2.026536,-3.993468
,,,,-3.695448,-1.4901,-1.847724,-5.304756
,,,,-4.231884,-1.19208,-1.847724,-4.827924
,,,,-3.87426,-1.311288,-1.907328,-4.4703
,,,,-3.87426,-1.132476,-2.08614,-5.245152
,,,,-3.87426,-0.655644,-2.08614,-5.185548
,,,,-3.933864,-0.774852,-1.847724,-4.4703
,,,,-3.039804,-1.311288,-2.08614,-4.76832
,,,,-3.27822,-1.549704,-2.026536,-4.649112
,,,,-3.993468,-1.549704,-1.728516,-4.410696
,,,,-3.57624,-1.19208,-1.966932,-4.708716
,,,,-3.933864,-1.4901,-2.264952,-4.649112
,,,,-3.755052,-1.668912,-2.08614,-4.649112
,,,,-3.933864,-1.251684,-2.08614,-4.112676
,,,,-3.87426,-1.370892,-2.38416,-4.053072
,,,,-3.218616,-1.549704,-1.847724,-3.755052
,,,,-3.457032,-1.251684,-2.026536,-3.457032
,,,,-3.27822,-1.132476,-1.907328,-4.351092
,,,,-3.457032,-1.549704,-2.026536,-4.410696
,,,,-3.635844,-1.430496,-2.08614,-4.053072
,,,,-3.87426,-1.251684,-1.847724,-4.708716
,,,,-4.410696,-1.19208,-2.08614,-4.410696
,,,,-4.112676,-1.013268,-2.08614,-4.708716
,,,,-3.755052,-1.311288,-2.205348,-4.649112
,,,,-3.159012,-1.4901,-2.08614,-4.649112
,,,,-3.159012,-1.19208,-1.78812,-4.053072
,,,,-3.397428,-1.370892,-2.026536,-4.351092
